rank,programme_name,institution,job_title,employer_sector,location,job_url,hybrid_score,semantic_score,top_skill_gaps
8,Multimedia and Internet Technologies,Vytautas Magnus University,Full-Stack Developer – Remote,,Vilnius,https://en.cvbankas.lt/full-stack-developer-remote-vilniuje/1-13726333,0.2212,0.4813,JavaScript; Internet of Things; machine learning; MySQL; English; Python (computer programming); manage time; environmental management standards; TypeScript; web services
9,Multimedia and Internet Technologies,Vytautas Magnus University,Full-stack software engineer,,Vilnius,https://en.cvbankas.lt/full-stack-software-engineer-vilniuje/1-12689751,0.204,0.4744,JavaScript; TypeScript; Java (computer programming); SQL; ICT project management methodologies; liquidity management; financial products; economics
10,Multimedia and Internet Technologies,Vytautas Magnus University,FULL STACK PROGRAMUOTOJAS (-A),,Vilnius,https://en.cvbankas.lt/full-stack-programuotojas-a-vilniuje/1-13749131,0.1829,0.4954,ICT project management methodologies; Java (computer programming); database; MySQL; SQL; PostgreSQL; database management systems; Android (mobile operating systems); tools for software configuration management
1,Programming and Internet Technologies,Vilnius Business College,Dynamics 365 projektų vadovas (-ė),,Vilnius,https://en.cvbankas.lt/dynamics-365-projektu-vadovas-e-vilniuje/1-10309027,0.2535,0.4999,English; customer relationship management; risk management; quality assurance procedures; design process; ICT project management methodologies; think analytically; assume responsibility; work in teams; document evidence
2,Programming and Internet Technologies,Vilnius Business College,Paid Summer Internship in the IT Department,,Klaipėda,https://en.cvbankas.lt/paid-summer-internship-in-the-it-department-klaipedoje/1-13752753,0.2306,0.5571,English; computer engineering; Lithuanian; design thinking; brainstorm ideas
3,Programming and Internet Technologies,Vilnius Business College,IT ANALITIKAS (-Ė),,Kaunas,https://en.cvbankas.lt/it-analitikas-e-kaune/1-13682887,0.2211,0.5044,English; design process; ICT project management methodologies; think analytically; assume responsibility; work in teams; document evidence; solve problems; Lithuanian; DevOps
4,Programming and Internet Technologies,Vilnius Business College,B2B IT Projektų vadovas (-ė),,Vilnius,https://en.cvbankas.lt/b2b-it-projektu-vadovas-e-vilniuje/1-13758119,0.203,0.4951,accounting; perform project management; manage time; assume responsibility; cyber security; make independent operating decisions; digitization; operating systems; think analytically; work in teams
5,Programming and Internet Technologies,Vilnius Business College,SAP DATA Services Developer with verification,,"Vilnius, Vilniaus, Lithuania (Remote)",https://www.linkedin.com/jobs/view/4390914503/?eBP=CwEAAAGdXVTxFcI6g9hH53N1HLbm8qUIlDCF29qdU73aSnKw2A9Sm0OKg4wH1WUAV60u3dhjnQkze7yyqC8OEFvq91eR0kmqJg2F9SZgBy-P0l_zmfETpFkq7EO-iFmTiW0lQC6yfMwoTMijJbMFzdQlKLaeJpq-M-k8CYM61f7srpH_zkGA7_ZRru4Kzhvn1PSdxJCJq5jSve_PRB9Beni0IliEe8GgTy8tBCz9opPwsSievwfmSWA0FCFyh_TXiVZRcgT4mjCCpPSi36AtP-2FA3uN6prNDU3tolKpvnY0vmtulhj6BUoWYmPeBB1H_jeY849GGS1D0CpyEzazZLt54NP9bRVV-gtaUWujPp9BGT73-wQGvj4NktTMBrr8XjZnRWa0NHHbGBnv9Thh98ifEFRjhVxb8ztaftEHHQfaBDX9nCYY0T_7brNhqeOe4R5wZXX1Pay8S4S7UwG0SJxjQTxoL12iGaa1GUEZC1PE-oL8kZJ4sHR4OmKC3avjeXcVrsqxpKnpmsdCamYtX3BNMR_EowrEaFmIY5Sr9w&refId=8E32x5IjZ%2BhE0AVcGSKhpw%3D%3D&trackingId=sAoLzTehYU0i6vxN8a7ZUw%3D%3D&trk=flagship3_search_srp_jobs,0.2003,0.4748,"data extraction, transformation and loading tools; SQL; migration; robotics; data models; SAP Data Services; Polish; work independently; acoustics; troubleshoot"
6,Programming and Internet Technologies,Vilnius Business College,Supply Chain Continuous Improvement Intern,,Vilnius,https://en.cvbankas.lt/supply-chain-continuous-improvement-intern-vilniuje/1-13716155,0.1787,0.4839,English; environmental engineering; statistics; demonstrate curiosity; SAP Data Services
7,Programming and Internet Technologies,Vilnius Business College,"IT projektų vadovė (-as) (IT / OT, ICS / SCADA sritis)",,Vilnius,https://en.cvbankas.lt/it-projektu-vadove-as-it-ot-ics-scada-sritis-vilniuje/1-13640803,0.1753,0.5392,English; integrated circuits; control systems; ICT project management methodologies; apply change management; job market offers; cyber security; make independent operating decisions
8,Programming and Internet Technologies,Vilnius Business College,BI programuotojas (-a),,Kaunas,https://en.cvbankas.lt/bi-programuotojas-a-kaune/1-13753903,0.1734,0.4848,SQL; mathematics; statistics; business intelligence
9,Programming and Internet Technologies,Vilnius Business College,"Youth LAB – Application Support intern | SEB Group, Vilnius",,Vilnius,https://en.cvbankas.lt/youth-lab-application-support-intern-seb-group-vilnius-vilniuje/1-13713017,0.1667,0.5095,English; mathematics; ICT project management methodologies; economics; brainstorm ideas; leasing process; assume responsibility
10,Programming and Internet Technologies,Vilnius Business College,IT PROJECT MANAGER/ IT PROJEKTŲ VADOVAS,,Vilnius,https://en.cvbankas.lt/it-project-manager-it-projektu-vadovas-vilniuje/1-12272436,0.1471,0.5077,English; Lithuanian; ICT project management methodologies; plan; give massages; think analytically; improve business processes; lead others; cyber security; make independent operating decisions
1,Digital Design Technologies,Lithuania Business College,Vyr. IT projektų vadovas (-ė),,"Kaunas, Lithuania (Hybrid)",https://www.linkedin.com/jobs/view/4378346135/?eBP=BUDGET_EXHAUSTED_JOB&refId=PiFLR9Mgdm2lRnwhShP3aw%3D%3D&trackingId=5xGUtjU5wkZAgVoe55mQ%2Fg%3D%3D&trk=flagship3_search_srp_jobs,0.367,0.4819,DevOps; ICT project management methodologies; technical terminology; Unity (digital game creation systems); TypeScript; style sheet languages; SQL; resource description framework query language; Agile development; Python (computer programming)
2,Digital Design Technologies,Lithuania Business College,PRODUKTŲ VADOVAS (-Ė),,Vilnius,https://en.cvbankas.lt/produktu-vadovas-e-vilniuje/1-13753687,0.2612,0.5072,English; work in teams; ICT system integration; Swift (computer programming); manage time; assume responsibility
3,Digital Design Technologies,Lithuania Business College,Jaunesnysis (-ioji) socialinių tinklų reklamos dizaineris (-ė) / IT projektų specialistas (-ė),,Vilnius,https://en.cvbankas.lt/jaunesnysis-ioji-socialiniu-tinklu-reklamos-dizaineris-e-it-projektu-specialistas-e-vilniuje/1-13750591,0.2539,0.5617,solve problems; react to events in time-critical environments
4,Digital Design Technologies,Lithuania Business College,UX/UI Designer with verification,,"Vilnius, Vilniaus, Lithuania (On-site)",https://www.linkedin.com/jobs/view/4384044657/?eBP=CwEAAAGdXVntZ6hIgx08w3qCbBk1iDqslehskjgNQPkqly3ZPF1DwL1kc-FdkI4KKjKQyn4rfIQ5TYqz9q1McHEjXbHBc_TbMC5a1-fBVSJyCEPyMRJnQJ7t08Ma-gFFRvyTpOC7Vfuz31E8m9c5TlimNEWdbmjdw_F5-Avhgx0RpPB9JPvp6k3yJCwKoUdDvENZMdUG3PqZ-eOsaFuoIr3DDAJlGQYh6bbyEufxjOmlmIEwAGkiMpOofKslB-rqMmshm0CaYs_dr2fG2fNdGBn9GFDMJQIXC8FEYoGZhSM72MSMw7E-Kw6SdclnPtyGtiD6AgvfYJ-GnIxOpqu2z27gT9YrAtw9kSrMHaYny7pwoNUDuS0zvhk17Bj6MFAHXq3rtUxPd2M5_q6HozJk_GoCBto7MLpFAgkeEqozDEPF02Zk4JsPNw0VVDSJVSfckYgtDVBCYZjkd3peIVb2e447VGnLwh9yg0QVU6TFUhDHzxppyWdZ6YMf4RWwU9XvlPddEWDiN2wQaqadl2tCdCdQx4NywauwixW_8pqBAg&refId=6GiEAUVSkDxSu6caJTFUxQ%3D%3D&trackingId=0PIA6%2BBsUqjxxCn8F2s7sg%3D%3D&trk=flagship3_search_srp_jobs,0.2064,0.4792,English; design thinking; software interaction design; graphic design; demonstrate curiosity; dies; tools for software configuration management; style sheet languages; computer science; human-computer interaction
5,Digital Design Technologies,Lithuania Business College,IT specialisto (-ės) asistentas (-ė) Vilniuje,,Vilnius,https://en.cvbankas.lt/it-specialisto-es-asistentas-e-vilniuje-vilniuje/1-13697171,0.2064,0.489,Android (mobile operating systems); office software; operating systems; troubleshoot; think analytically; cyber security; accounting
6,Digital Design Technologies,Lithuania Business College,Vyriausiasis (-oji) aplikacijų kūrimo inžinierius (-ė) (Senior Front-end engineer),,Vilnius,https://en.cvbankas.lt/vyriausiasis-oji-aplikaciju-kurimo-inzinierius-e-senior-front-end-engineer-vilniuje/1-13760315,0.1972,0.517,TypeScript; web application security threats; C#; PostgreSQL; assume responsibility; use online tools to collaborate; JavaScript
7,Digital Design Technologies,Lithuania Business College,DESIGN ENGINEER,,Klaipėda,https://en.cvbankas.lt/design-engineer-klaipedoje/1-13757329,0.1611,0.5541,English; production processes
8,Digital Design Technologies,Lithuania Business College,IT SISTEMŲ TESTUOTOJAS (-A),,Kaunas,https://en.cvbankas.lt/it-sistemu-testuotojas-a-kaune/1-9459234,0.1513,0.4681,English; style sheet languages; ICT project management methodologies; think analytically; manage time; electronic communication; detect bottlenecks
9,Digital Design Technologies,Lithuania Business College,B2B IT Projektų vadovas (-ė),,Vilnius,https://en.cvbankas.lt/b2b-it-projektu-vadovas-e-vilniuje/1-13758119,0.1417,0.4927,accounting; perform project management; manage time; assume responsibility; cyber security; business processes; solve problems; make independent operating decisions; SAP Data Services; computer science
10,Digital Design Technologies,Lithuania Business College,IT projektų vadovė (-as),,Klaipėda,https://en.cvbankas.lt/it-projektu-vadove-as-klaipedoje/1-12847891,0.1392,0.4985,English; ICT project management methodologies; communicate with customers; team building; manage time; statistics; customer relationship management; business law; business processes; apply change management
1,Applied Informatics and Programming,Lithuania Business College,JAVA programuotojas (-a) (Integraciniams sprendimams),,Vilnius,https://en.cvbankas.lt/java-programuotojas-a-integraciniams-sprendimams-vilniuje/1-13749639,0.2149,0.5327,English; Java (computer programming); tools for software configuration management; morality; control systems; manage time; work in teams; perform cleaning duties; SQL; Agile development
2,Applied Informatics and Programming,Lithuania Business College,.NET programuotojas (-a),,Vilnius,https://en.cvbankas.lt/net-programuotojas-a-vilniuje/1-13749675,0.1824,0.5253,English; C#; SQL Server; work independently; think analytically; manage time; SQL; computer programming; use online tools to collaborate; NoSQL
3,Applied Informatics and Programming,Lithuania Business College,.NET programuotojas (-a),,Vilnius,https://en.cvbankas.lt/net-programuotojas-a-vilniuje/1-13750639,0.175,0.5091,English; tools for software configuration management; C#; morality; control systems; develop strategy to solve problems; manage time; work in teams; perform cleaning duties; Agile development
4,Applied Informatics and Programming,Lithuania Business College,IT SISTEMŲ TESTUOTOJAS (-A),,Kaunas,https://en.cvbankas.lt/it-sistemu-testuotojas-a-kaune/1-9459234,0.1672,0.5051,English; style sheet languages; think analytically; manage time; electronic communication; detect bottlenecks
5,Applied Informatics and Programming,Lithuania Business College,Full-stack software engineer,,Vilnius,https://en.cvbankas.lt/full-stack-software-engineer-vilniuje/1-12689751,0.1495,0.4968,TypeScript; Java (computer programming); SQL; liquidity management; financial products; economics
6,Applied Informatics and Programming,Lithuania Business College,IT sistemų testuotojas (-a),,Kaunas,https://en.cvbankas.lt/it-sistemu-testuotojas-a-kaune/1-13736493,0.1306,0.4994,English; database; MySQL; business processes; think analytically; morality; SQL
7,Applied Informatics and Programming,Lithuania Business College,PHP programuotojas (-a) | Mid / Strong Mid,,Vilnius,https://en.cvbankas.lt/php-programuotojas-a-mid-strong-mid-vilniuje/1-13752651,0.129,0.497,Java (computer programming); MySQL; cooperate with colleagues
8,Applied Informatics and Programming,Lithuania Business College,IT ANALITIKAS (-Ė),,Kaunas,https://en.cvbankas.lt/it-analitikas-e-kaune/1-13682887,0.121,0.5248,English; design process; business processes; think analytically; assume responsibility; work in teams; document evidence; solve problems; DevOps; SAP Data Services
9,Applied Informatics and Programming,Lithuania Business College,MS Power Developer with verification,,"Vilnius, Vilniaus, Lithuania",https://www.linkedin.com/jobs/view/4388682909/?eBP=CwEAAAGdXU_3LZ3gL4U7BnbsjIpQgqlX7Tn-Ceqb0RuNSARraIpZ9TdSn_iOS3kR2LA7B4E0pWSje839r0d5kLSIpCE_3u2b3ChPf40TSMbzm9E6F1ikSdja8_d8wtRI3UKX-QpAbCl42qNkythu4U4t7QQk38mlpHAswdPK1G_3rhBO5UGqhRKEU9qogDM8y636hWupxhspfE7TO308hxKSp87V9RmdXTyFrNl6y1j5rXzKDXWCDDmeaw_LdAMhB3DW-iX7HBmgnzRN1XnpSQ44i7nsOnYbiSBK-EfkkhDUI337_ShuaWQo6fH_J-RLprg025JbAKGAdjbDNciS9Uaywb9boIrcbHRCth6N-gk1z8ANTonRqpTjJ2wTihx_D_D6Gu5Pz0ZA_oahiNJoOzS_7VdTnLOPLcWdZTYjfB-jBe5q1VJJEUtsUBgGgGsgiMHYyvIWjF0_fULYR7KpWHG7FyVtMZ9_o8sxiReLsXuDO1PyW1IWkiMUmqikwuHj1zoop1uzBe-MXz3wwEZeBQ0s2PqUsl5a_--KrkMOYQ&refId=wk4fVenEURubDB1Ehtm5HQ%3D%3D&trackingId=O3SCG%2FbG%2FA%2FfnBafzp8pQw%3D%3D&trk=flagship3_search_srp_jobs,0.1066,0.5247,English; NoSQL; Java (computer programming); machine learning; asset management; work independently; test procedures; troubleshoot; control systems; Python (computer programming)
10,Applied Informatics and Programming,Lithuania Business College,IT PROJECT MANAGER/ IT PROJEKTŲ VADOVAS,,Vilnius,https://en.cvbankas.lt/it-project-manager-it-projektu-vadovas-vilniuje/1-12272436,0.1023,0.5039,English; give massages; think analytically; improve business processes; lead others; cyber security; business processes; make independent operating decisions; DevOps; SAP Data Services
1,Game Development,Vilnius Business College,Gameplay Programmer,,Vilnius,https://en.cvbankas.lt/gameplay-programmer-vilniuje/1-9413531,0.3687,0.4944,English; Android (mobile operating systems); Java (computer programming); geometry; C#; physics; TypeScript; demonstrate curiosity; tools for software configuration management; JavaScript
2,Game Development,Vilnius Business College,Paid Summer Internship in the IT Department,,Klaipėda,https://en.cvbankas.lt/paid-summer-internship-in-the-it-department-klaipedoje/1-13752753,0.3396,0.5453,English; computer engineering; Lithuanian; brainstorm ideas; design thinking
3,Game Development,Vilnius Business College,Game Designer,,Vilnius,https://en.cvbankas.lt/game-designer-vilniuje/1-13401896,0.308,0.4532,Android (mobile operating systems); English; think creatively; mechanics; digital game creation systems; Unity (digital game creation systems); Java (computer programming); geometry; C#; physics
4,Game Development,Vilnius Business College,Junior QA Mobile Game Tester,,Vilnius,https://en.cvbankas.lt/junior-qa-mobile-game-tester-vilniuje/1-9804975,0.2373,0.4386,English; Lithuanian; plan; operating systems; report facts
5,Game Development,Vilnius Business College,IT SUPPORTER with development opportunity in Data Integration,,Marijampolė,https://en.cvbankas.lt/it-supporter-with-development-opportunity-in-data-integration-marijampoleje/1-13685295,0.2283,0.4391,troubleshoot; English; Lithuanian; operating systems; environmental engineering; lead others; electronic communication; solve problems; interact verbally in Lithuanian; assume responsibility
6,Game Development,Vilnius Business College,B2B IT Projektų vadovas (-ė),,Vilnius,https://en.cvbankas.lt/b2b-it-projektu-vadovas-e-vilniuje/1-13758119,0.2095,0.449,accounting; perform project management; manage time; assume responsibility; cyber security; solve problems; digitization; operating systems; work in teams; Lithuanian
7,Game Development,Vilnius Business College,IT ANALITIKAS (-Ė),,Kaunas,https://en.cvbankas.lt/it-analitikas-e-kaune/1-13682887,0.2031,0.4655,English; design process; solve problems; ICT project management methodologies; think creatively; assume responsibility; work in teams; document evidence; think analytically; Lithuanian
8,Game Development,Vilnius Business College,Dynamics 365 projektų vadovas (-ė),,Vilnius,https://en.cvbankas.lt/dynamics-365-projektu-vadovas-e-vilniuje/1-10309027,0.1968,0.4367,English; customer relationship management; risk management; quality assurance procedures; design process; solve problems; ICT project management methodologies; assume responsibility; work in teams; document evidence
9,Game Development,Vilnius Business College,Associate Data Engineer with verification,,"Vilnius, Vilniaus, Lithuania (Hybrid)",https://www.linkedin.com/jobs/view/4383917782/?eBP=CwEAAAGdXVJvGQUVxTx-5JV5SxwZr4iay8a2Jxhh9v1T57lab3xyF-C0Vn033ov2DjEak78uVoqZbtM1oxjnZZO7YOGsgcfPJ2KJyy9d_53inZVefEmD-Z6mK8b-pz3B_4j3W9qPz5QIj9QeQJ1v80KMfDA8CRQPLRYAJ2Hw3iMFkfpUz90fi1Un-4KMYVvheyUipKyQ4mHHrH6tPbXbQa2OYS32QHwHbLQum_ZnqF0ydBxADvrWiQfEnm8GBJvkCz4FDbpMusmAoTUUThaHi0J0gLiHnT7YU0q3XInmfBp_1BcK8pYFBa1l1Fl9a80wnAUFWB6A04PRn9tYjwBRjOyq8sxzriridYB0oLcjTjb8kyM0XM6w3IJCbiUpR6c6PiA8ljTdKekdxf7qVBBKwqK_i8zHTRYSInNVW2drRy_kyfASusAogBx2S8yRy0EPSD1naBdysJWXnt_MxVghhobULeso1rDmF2lhsk-B_pRI0gMRiEb-Pxox-wLg9t16ks6m1weII6A6lP5kBWi7bKa9KSwyhvLdLEnV&refId=oGrIqh2UiA%2B55SwayS87gA%3D%3D&trackingId=IgK6sWDz7yNsd122YUdOSA%3D%3D&trk=flagship3_search_srp_jobs,0.1935,0.431,style sheet languages; English; troubleshoot; data analytics; market analysis; demonstrate curiosity; JavaScript; think analytically
10,Game Development,Vilnius Business College,"Youth LAB – Application Support intern | SEB Group, Vilnius",,Vilnius,https://en.cvbankas.lt/youth-lab-application-support-intern-seb-group-vilnius-vilniuje/1-13713017,0.184,0.4731,English; mathematics; ICT project management methodologies; economics; brainstorm ideas; leasing process; assume responsibility
1,Game Development and Digital Animation,Mykolas Romeris University,Game Designer,,Vilnius,https://en.cvbankas.lt/game-designer-vilniuje/1-13401896,0.4347,0.5298,Android (mobile operating systems); mechanics; computer technology; Unity (digital game creation systems); JavaScript; Java (computer programming); geometry; C#; physics; TypeScript
